case_id,date,zip_code,crime_type
884295,2025-09-01,14219,Burglary
962560,2025-09-01,14219,Vandalism
124436,2025-09-01,14219,Drug Offense
929996,2025-09-01,14219,Burglary
486819,2025-09-01,14217,Assault
625073,2025-09-01,14217,Assault
917944,2025-09-01,14217,Drug Offense
721151,2025-09-01,14208,Assault
735182,2025-09-01,14208,Assault
917572,2025-09-01,14208,Burglary
326169,2025-09-01,14208,Fraud
615966,2025-09-01,14208,Fraud
862825,2025-09-01,14208,Assault
259011,2025-09-01,14208,Fraud
213362,2025-09-02,14206,Drug Offense
621565,2025-09-02,14206,Fraud
527805,2025-09-02,14206,Fraud
870447,2025-09-02,14206,Vandalism
257217,2025-09-02,14206,Fraud
377174,2025-09-02,14206,Theft
641397,2025-09-02,14212,Assault
395597,2025-09-02,14212,Burglary
763402,2025-09-02,14212,Burglary
455500,2025-09-02,14212,Burglary
244542,2025-09-02,14212,Fraud
821017,2025-09-02,14212,Theft
573081,2025-09-02,14212,Fraud
984350,2025-09-02,14208,Fraud
509443,2025-09-02,14208,Fraud
181179,2025-09-02,14208,Assault
368072,2025-09-02,14208,Burglary
827856,2025-09-02,14208,Fraud
798592,2025-09-02,14213,Drug Offense
597856,2025-09-02,14213,Vandalism
410231,2025-09-02,14213,Theft
571547,2025-09-02,14213,Burglary
148635,2025-09-02,14213,Vandalism
469438,2025-09-02,14203,Theft
558628,2025-09-02,14203,Theft
717017,2025-09-02,14203,Assault
760105,2025-09-02,14203,Theft
181380,2025-09-02,14203,Vandalism
662654,2025-09-02,14203,Vandalism
690088,2025-09-02,14218,Theft
574830,2025-09-02,14218,Vandalism
197717,2025-09-02,14218,Burglary
305380,2025-09-02,14218,Theft
251095,2025-09-02,14218,Theft
906854,2025-09-02,14218,Assault
803391,2025-09-02,14218,Theft
687122,2025-09-02,14201,Assault
595702,2025-09-02,14201,Theft
486435,2025-09-02,14201,Burglary
783104,2025-09-02,14201,Fraud
938393,2025-09-02,14201,Assault
185448,2025-09-02,14201,Fraud
835305,2025-09-02,14215,Theft
114167,2025-09-02,14215,Drug Offense
264937,2025-09-02,14215,Fraud
938015,2025-09-02,14211,Theft
297331,2025-09-02,14211,Drug Offense
531994,2025-09-02,14211,Fraud
145944,2025-09-02,14211,Burglary
150346,2025-09-02,14211,Drug Offense
311243,2025-09-02,14211,Theft
359759,2025-09-02,14211,Drug Offense
155391,2025-09-02,14220,Assault
390807,2025-09-02,14220,Theft
998564,2025-09-02,14220,Theft
216050,2025-09-02,14219,Drug Offense
173171,2025-09-02,14219,Fraud
353196,2025-09-02,14219,Drug Offense
968284,2025-09-02,14219,Drug Offense
439282,2025-09-02,14219,Theft
730161,2025-09-02,14219,Burglary
631864,2025-09-02,14207,Vandalism
232059,2025-09-02,14207,Fraud
357891,2025-09-02,14207,Burglary
881211,2025-09-02,14207,Assault
195545,2025-09-02,14209,Vandalism
878346,2025-09-02,14209,Assault
634632,2025-09-02,14209,Assault
280317,2025-09-02,14209,Theft
852878,2025-09-02,14209,Drug Offense
194767,2025-09-02,14209,Fraud
460586,2025-09-02,14209,Burglary
266755,2025-09-02,14205,Fraud
540846,2025-09-02,14205,Theft
693741,2025-09-02,14205,Fraud
931686,2025-09-02,14205,Burglary
915411,2025-09-02,14205,Burglary
840096,2025-09-03,14220,Theft
528076,2025-09-03,14220,Drug Offense
940635,2025-09-03,14220,Vandalism
141068,2025-09-03,14220,Theft
492608,2025-09-03,14220,Fraud
976120,2025-09-03,14220,Assault
442032,2025-09-03,14212,Burglary
117032,2025-09-03,14212,Fraud
401232,2025-09-03,14212,Fraud
646450,2025-09-03,14215,Fraud
243964,2025-09-03,14215,Vandalism
485380,2025-09-03,14215,Fraud
902413,2025-09-03,14215,Drug Offense
691560,2025-09-03,14215,Assault
361673,2025-09-03,14215,Vandalism
188900,2025-09-03,14213,Theft
690538,2025-09-03,14213,Assault
783784,2025-09-03,14213,Fraud
407517,2025-09-03,14213,Drug Offense
809951,2025-09-03,14213,Theft
665374,2025-09-03,14213,Drug Offense
584754,2025-09-03,14213,Vandalism
531959,2025-09-03,14218,Vandalism
243880,2025-09-03,14218,Fraud
227472,2025-09-03,14218,Burglary
217229,2025-09-03,14218,Vandalism
335177,2025-09-03,14203,Fraud
320095,2025-09-03,14203,Burglary
698424,2025-09-03,14203,Drug Offense
601421,2025-09-03,14203,Drug Offense
777434,2025-09-03,14203,Theft
589188,2025-09-03,14216,Drug Offense
630126,2025-09-03,14216,Fraud
957432,2025-09-03,14216,Fraud
842559,2025-09-03,14202,Assault
137206,2025-09-03,14202,Drug Offense
115962,2025-09-03,14202,Vandalism
420484,2025-09-03,14202,Burglary
155946,2025-09-03,14202,Vandalism
433593,2025-09-03,14202,Fraud
401823,2025-09-03,14202,Assault
870026,2025-09-03,14219,Assault
999160,2025-09-03,14219,Fraud
158970,2025-09-03,14219,Vandalism
161682,2025-09-03,14219,Vandalism
377777,2025-09-03,14219,Vandalism
702791,2025-09-03,14219,Vandalism
729035,2025-09-03,14217,Fraud
664898,2025-09-03,14217,Drug Offense
483201,2025-09-03,14217,Fraud
605632,2025-09-03,14217,Vandalism
850033,2025-09-03,14217,Vandalism
936982,2025-09-03,14217,Burglary
225981,2025-09-03,14217,Fraud
304369,2025-09-03,14207,Drug Offense
218411,2025-09-03,14207,Vandalism
435248,2025-09-03,14207,Theft
363955,2025-09-03,14209,Assault
567521,2025-09-03,14209,Assault
755433,2025-09-03,14209,Theft
445033,2025-09-03,14209,Assault
934404,2025-09-03,14205,Vandalism
793189,2025-09-03,14205,Fraud
836121,2025-09-03,14205,Drug Offense
994607,2025-09-03,14205,Theft
813606,2025-09-03,14205,Fraud
278270,2025-09-03,14211,Burglary
906138,2025-09-03,14211,Vandalism
558218,2025-09-03,14211,Drug Offense
467118,2025-09-03,14211,Assault
260929,2025-09-03,14211,Fraud
788661,2025-09-03,14211,Theft
549639,2025-09-03,14211,Fraud
796167,2025-09-04,14217,Assault
140141,2025-09-04,14217,Drug Offense
372224,2025-09-04,14217,Theft
606727,2025-09-04,14217,Drug Offense
997589,2025-09-04,14217,Burglary
563602,2025-09-04,14217,Drug Offense
153373,2025-09-04,14216,Drug Offense
587499,2025-09-04,14216,Burglary
674116,2025-09-04,14216,Theft
669124,2025-09-04,14216,Assault
591864,2025-09-04,14216,Assault
435203,2025-09-04,14216,Fraud
391867,2025-09-04,14216,Fraud
813502,2025-09-04,14202,Fraud
253655,2025-09-04,14202,Fraud
174859,2025-09-04,14202,Fraud
746960,2025-09-04,14202,Assault
950648,2025-09-04,14202,Fraud
121655,2025-09-04,14202,Drug Offense
305602,2025-09-04,14202,Fraud
181513,2025-09-04,14203,Theft
818977,2025-09-04,14203,Vandalism
110034,2025-09-04,14203,Fraud
772879,2025-09-04,14203,Fraud
305904,2025-09-04,14203,Burglary
186762,2025-09-04,14203,Burglary
970998,2025-09-04,14208,Drug Offense
907923,2025-09-04,14208,Vandalism
832105,2025-09-04,14208,Assault
970908,2025-09-04,14205,Drug Offense
320191,2025-09-04,14205,Theft
871688,2025-09-04,14205,Vandalism
606612,2025-09-04,14205,Burglary
826304,2025-09-04,14205,Fraud
363498,2025-09-04,14205,Fraud
964979,2025-09-04,14219,Burglary
909580,2025-09-04,14219,Vandalism
911053,2025-09-04,14219,Assault
964974,2025-09-04,14219,Theft
270846,2025-09-04,14219,Theft
549156,2025-09-04,14219,Theft
790640,2025-09-04,14204,Drug Offense
464441,2025-09-04,14204,Burglary
874699,2025-09-04,14204,Vandalism
657992,2025-09-04,14201,Fraud
896325,2025-09-04,14201,Theft
154296,2025-09-04,14201,Assault
367721,2025-09-04,14201,Assault
659687,2025-09-04,14211,Burglary
658308,2025-09-04,14211,Assault
327901,2025-09-04,14211,Theft
118312,2025-09-04,14211,Assault
348552,2025-09-04,14214,Theft
690869,2025-09-04,14214,Assault
265478,2025-09-04,14214,Theft
362438,2025-09-04,14214,Burglary
533058,2025-09-04,14214,Drug Offense
718783,2025-09-04,14214,Fraud
677743,2025-09-04,14214,Theft
231958,2025-09-04,14209,Burglary
110229,2025-09-04,14209,Theft
808525,2025-09-04,14209,Drug Offense
789370,2025-09-04,14220,Theft
328955,2025-09-04,14220,Drug Offense
921993,2025-09-04,14220,Assault
631916,2025-09-04,14220,Drug Offense
805649,2025-09-04,14220,Fraud
825432,2025-09-04,14220,Drug Offense
246550,2025-09-04,14218,Vandalism
974308,2025-09-04,14218,Theft
740941,2025-09-04,14218,Fraud
416713,2025-09-04,14218,Vandalism
192107,2025-09-04,14218,Drug Offense
153837,2025-09-04,14213,Drug Offense
152512,2025-09-04,14213,Theft
958915,2025-09-04,14213,Drug Offense
679099,2025-09-04,14213,Fraud
282701,2025-09-05,14216,Drug Offense
456073,2025-09-05,14216,Drug Offense
150316,2025-09-05,14216,Fraud
769778,2025-09-05,14216,Theft
375206,2025-09-05,14216,Vandalism
680371,2025-09-05,14216,Burglary
413456,2025-09-05,14216,Drug Offense
607331,2025-09-05,14204,Burglary
296864,2025-09-05,14204,Assault
706226,2025-09-05,14204,Assault
466852,2025-09-05,14204,Drug Offense
540608,2025-09-05,14207,Assault
947887,2025-09-05,14207,Burglary
173856,2025-09-05,14207,Vandalism
818675,2025-09-05,14207,Drug Offense
219180,2025-09-05,14207,Fraud
118999,2025-09-05,14207,Assault
665679,2025-09-05,14210,Burglary
821659,2025-09-05,14210,Vandalism
961964,2025-09-05,14210,Theft
878196,2025-09-05,14210,Drug Offense
218064,2025-09-05,14210,Fraud
685918,2025-09-05,14210,Burglary
772565,2025-09-05,14210,Drug Offense
415821,2025-09-05,14208,Vandalism
563762,2025-09-05,14208,Fraud
732765,2025-09-05,14208,Drug Offense
316358,2025-09-05,14208,Drug Offense
664093,2025-09-05,14208,Drug Offense
520010,2025-09-05,14208,Drug Offense
678128,2025-09-05,14206,Assault
510442,2025-09-05,14206,Assault
325021,2025-09-05,14206,Drug Offense
355058,2025-09-05,14217,Drug Offense
240543,2025-09-05,14217,Fraud
897510,2025-09-05,14217,Assault
943648,2025-09-05,14217,Vandalism
609413,2025-09-05,14217,Burglary
246176,2025-09-05,14217,Assault
855915,2025-09-05,14203,Theft
881396,2025-09-05,14203,Vandalism
135764,2025-09-05,14203,Theft
950971,2025-09-05,14220,Theft
705076,2025-09-05,14220,Drug Offense
923183,2025-09-05,14220,Burglary
804397,2025-09-05,14220,Burglary
565533,2025-09-05,14220,Vandalism
269424,2025-09-05,14220,Burglary
891980,2025-09-05,14220,Theft
581850,2025-09-05,14213,Burglary
301043,2025-09-05,14213,Burglary
722398,2025-09-05,14213,Theft
680763,2025-09-05,14201,Drug Offense
955985,2025-09-05,14201,Assault
123334,2025-09-05,14201,Assault
370871,2025-09-05,14201,Drug Offense
650587,2025-09-06,14213,Theft
502948,2025-09-06,14213,Fraud
393469,2025-09-06,14213,Vandalism
504584,2025-09-06,14213,Theft
366198,2025-09-06,14213,Fraud
430954,2025-09-06,14213,Vandalism
463721,2025-09-06,14213,Drug Offense
767159,2025-09-06,14209,Burglary
156944,2025-09-06,14209,Assault
409345,2025-09-06,14209,Drug Offense
345881,2025-09-06,14209,Drug Offense
282527,2025-09-06,14209,Vandalism
727711,2025-09-06,14217,Vandalism
822445,2025-09-06,14217,Assault
897193,2025-09-06,14217,Fraud
562892,2025-09-06,14217,Fraud
602533,2025-09-06,14217,Burglary
647664,2025-09-06,14202,Burglary
123696,2025-09-06,14202,Theft
164070,2025-09-06,14202,Fraud
358628,2025-09-06,14202,Drug Offense
305237,2025-09-06,14202,Drug Offense
790664,2025-09-06,14202,Drug Offense
897998,2025-09-06,14202,Theft
995757,2025-09-06,14201,Vandalism
965468,2025-09-06,14201,Drug Offense
282124,2025-09-06,14201,Burglary
249207,2025-09-06,14201,Burglary
562616,2025-09-06,14201,Drug Offense
473241,2025-09-06,14201,Burglary
279170,2025-09-06,14205,Vandalism
589433,2025-09-06,14205,Assault
639737,2025-09-06,14205,Drug Offense
736723,2025-09-06,14205,Assault
768497,2025-09-06,14205,Burglary
988158,2025-09-06,14205,Burglary
144443,2025-09-06,14203,Vandalism
838622,2025-09-06,14203,Drug Offense
594380,2025-09-06,14203,Burglary
208115,2025-09-06,14203,Burglary
439759,2025-09-06,14203,Theft
305163,2025-09-06,14203,Assault
424366,2025-09-06,14203,Assault
699141,2025-09-06,14219,Vandalism
478854,2025-09-06,14219,Drug Offense
765907,2025-09-06,14219,Theft
349310,2025-09-06,14216,Vandalism
770983,2025-09-06,14216,Theft
741031,2025-09-06,14216,Drug Offense
188042,2025-09-06,14216,Theft
209731,2025-09-06,14216,Theft
713210,2025-09-06,14216,Theft
899321,2025-09-06,14207,Vandalism
347587,2025-09-06,14207,Burglary
630745,2025-09-06,14207,Burglary
350369,2025-09-06,14207,Assault
620138,2025-09-06,14207,Theft
697507,2025-09-06,14207,Assault
896894,2025-09-06,14207,Drug Offense
718781,2025-09-06,14204,Fraud
457063,2025-09-06,14204,Assault
722140,2025-09-06,14204,Assault
523688,2025-09-06,14212,Drug Offense
244488,2025-09-06,14212,Assault
861606,2025-09-06,14212,Burglary
527108,2025-09-06,14212,Burglary
212678,2025-09-06,14212,Drug Offense
971803,2025-09-06,14212,Fraud
744106,2025-09-06,14210,Assault
163636,2025-09-06,14210,Assault
434160,2025-09-06,14210,Assault
576828,2025-09-06,14210,Drug Offense
260312,2025-09-06,14210,Drug Offense
826051,2025-09-06,14210,Drug Offense
569772,2025-09-06,14206,Assault
667961,2025-09-06,14206,Drug Offense
255294,2025-09-06,14206,Assault
654045,2025-09-06,14206,Assault
940494,2025-09-06,14206,Fraud
991698,2025-09-06,14206,Fraud
289464,2025-09-07,14209,Fraud
990694,2025-09-07,14209,Vandalism
393672,2025-09-07,14209,Assault
101459,2025-09-07,14208,Assault
476458,2025-09-07,14208,Vandalism
318425,2025-09-07,14208,Vandalism
102223,2025-09-07,14208,Vandalism
540213,2025-09-07,14208,Assault
670251,2025-09-07,14208,Drug Offense
947070,2025-09-07,14208,Assault
974259,2025-09-07,14217,Vandalism
947160,2025-09-07,14217,Vandalism
411490,2025-09-07,14217,Drug Offense
897570,2025-09-07,14217,Vandalism
993968,2025-09-07,14217,Theft
752529,2025-09-07,14207,Vandalism
812753,2025-09-07,14207,Vandalism
573214,2025-09-07,14207,Burglary
988382,2025-09-07,14207,Theft
251130,2025-09-07,14219,Burglary
549302,2025-09-07,14219,Assault
881859,2025-09-07,14219,Vandalism
580743,2025-09-07,14216,Vandalism
836852,2025-09-07,14216,Assault
340114,2025-09-07,14216,Drug Offense
923051,2025-09-07,14216,Vandalism
464342,2025-09-07,14216,Assault
147096,2025-09-07,14212,Theft
930102,2025-09-07,14212,Burglary
171212,2025-09-07,14212,Assault
414047,2025-09-07,14212,Assault
859054,2025-09-07,14212,Vandalism
507118,2025-09-07,14212,Theft
228301,2025-09-07,14206,Vandalism
781546,2025-09-07,14206,Assault
982281,2025-09-07,14206,Assault
572759,2025-09-07,14206,Drug Offense
358988,2025-09-07,14206,Fraud
190162,2025-09-07,14211,Vandalism
183749,2025-09-07,14211,Drug Offense
774531,2025-09-07,14211,Drug Offense
369105,2025-09-07,14211,Vandalism
825480,2025-09-07,14211,Drug Offense
300090,2025-09-07,14211,Vandalism
100209,2025-09-07,14211,Fraud
346990,2025-09-07,14201,Burglary
434990,2025-09-07,14201,Fraud
208834,2025-09-07,14201,Burglary
226031,2025-09-07,14218,Theft
663403,2025-09-07,14218,Assault
690306,2025-09-07,14218,Burglary
695671,2025-09-07,14218,Burglary
997419,2025-09-08,14201,Vandalism
627347,2025-09-08,14201,Fraud
916917,2025-09-08,14201,Vandalism
177878,2025-09-08,14202,Assault
308284,2025-09-08,14202,Theft
704753,2025-09-08,14202,Theft
251026,2025-09-08,14202,Fraud
506574,2025-09-08,14202,Theft
441948,2025-09-08,14209,Drug Offense
595431,2025-09-08,14209,Theft
494454,2025-09-08,14209,Drug Offense
448906,2025-09-08,14209,Assault
517480,2025-09-08,14209,Fraud
654070,2025-09-08,14209,Vandalism
355812,2025-09-08,14208,Assault
170770,2025-09-08,14208,Drug Offense
492679,2025-09-08,14208,Theft
671102,2025-09-08,14208,Theft
912863,2025-09-08,14208,Vandalism
376111,2025-09-08,14206,Drug Offense
436720,2025-09-08,14206,Drug Offense
480492,2025-09-08,14206,Assault
914627,2025-09-08,14206,Drug Offense
204102,2025-09-08,14206,Theft
501111,2025-09-08,14217,Theft
774643,2025-09-08,14217,Fraud
394468,2025-09-08,14217,Drug Offense
953116,2025-09-08,14217,Assault
155616,2025-09-08,14210,Fraud
174457,2025-09-08,14210,Drug Offense
350763,2025-09-08,14210,Assault
734573,2025-09-08,14210,Assault
396709,2025-09-08,14210,Drug Offense
411553,2025-09-08,14210,Fraud
462647,2025-09-08,14210,Burglary
280311,2025-09-08,14213,Fraud
890540,2025-09-08,14213,Assault
209001,2025-09-08,14213,Drug Offense
249133,2025-09-08,14213,Burglary
456657,2025-09-08,14213,Assault
813209,2025-09-08,14213,Vandalism
311537,2025-09-08,14213,Vandalism
499142,2025-09-08,14215,Assault
227242,2025-09-08,14215,Burglary
292909,2025-09-08,14215,Fraud
181662,2025-09-08,14215,Assault
886256,2025-09-08,14218,Drug Offense
992664,2025-09-08,14218,Burglary
879083,2025-09-08,14218,Vandalism
882356,2025-09-08,14218,Drug Offense
899857,2025-09-08,14218,Burglary
159945,2025-09-08,14218,Assault
321028,2025-09-08,14218,Burglary
198056,2025-09-09,14211,Assault
989910,2025-09-09,14211,Drug Offense
248904,2025-09-09,14211,Vandalism
200882,2025-09-09,14211,Burglary
846541,2025-09-09,14211,Fraud
557634,2025-09-09,14209,Assault
840167,2025-09-09,14209,Burglary
600300,2025-09-09,14209,Fraud
112556,2025-09-09,14209,Fraud
184836,2025-09-09,14209,Drug Offense
810945,2025-09-09,14218,Vandalism
301360,2025-09-09,14218,Assault
796479,2025-09-09,14218,Theft
395064,2025-09-09,14218,Vandalism
400980,2025-09-09,14218,Vandalism
823641,2025-09-09,14202,Burglary
440935,2025-09-09,14202,Theft
676011,2025-09-09,14202,Vandalism
691057,2025-09-09,14202,Theft
337090,2025-09-09,14202,Vandalism
717775,2025-09-09,14202,Assault
985678,2025-09-09,14202,Burglary
186929,2025-09-09,14206,Assault
812009,2025-09-09,14206,Vandalism
720619,2025-09-09,14206,Assault
717068,2025-09-09,14206,Vandalism
766370,2025-09-09,14206,Vandalism
739412,2025-09-09,14206,Vandalism
703617,2025-09-09,14206,Burglary
966969,2025-09-09,14210,Burglary
440831,2025-09-09,14210,Vandalism
867504,2025-09-09,14210,Assault
990386,2025-09-09,14210,Burglary
876283,2025-09-09,14210,Assault
370319,2025-09-09,14205,Burglary
412450,2025-09-09,14205,Theft
880678,2025-09-09,14205,Fraud
309988,2025-09-09,14205,Theft
244503,2025-09-09,14205,Burglary
627804,2025-09-09,14205,Assault
860653,2025-09-09,14213,Assault
505547,2025-09-09,14213,Theft
299389,2025-09-09,14213,Drug Offense
538859,2025-09-09,14213,Drug Offense
972044,2025-09-09,14213,Fraud
461972,2025-09-09,14213,Vandalism
712820,2025-09-09,14213,Theft
107754,2025-09-09,14214,Vandalism
201329,2025-09-09,14214,Burglary
136238,2025-09-09,14214,Drug Offense
457002,2025-09-09,14214,Theft
630727,2025-09-09,14214,Assault
264404,2025-09-09,14203,Burglary
240190,2025-09-09,14203,Vandalism
862280,2025-09-09,14203,Drug Offense
717451,2025-09-09,14208,Assault
702176,2025-09-09,14208,Burglary
311972,2025-09-09,14208,Drug Offense
686178,2025-09-09,14208,Vandalism
792963,2025-09-09,14208,Assault
699971,2025-09-09,14208,Burglary
532318,2025-09-09,14208,Vandalism
817197,2025-09-10,14217,Assault
773134,2025-09-10,14217,Fraud
409670,2025-09-10,14217,Drug Offense
262341,2025-09-10,14217,Fraud
989545,2025-09-10,14217,Drug Offense
259165,2025-09-10,14217,Assault
926643,2025-09-10,14206,Theft
221325,2025-09-10,14206,Drug Offense
982505,2025-09-10,14206,Theft
865475,2025-09-10,14206,Fraud
759198,2025-09-10,14207,Burglary
596521,2025-09-10,14207,Vandalism
955867,2025-09-10,14207,Theft
147087,2025-09-10,14215,Burglary
696941,2025-09-10,14215,Assault
498943,2025-09-10,14215,Vandalism
389869,2025-09-10,14215,Burglary
711348,2025-09-10,14213,Fraud
996677,2025-09-10,14213,Theft
203934,2025-09-10,14213,Burglary
856509,2025-09-10,14213,Drug Offense
348872,2025-09-10,14213,Burglary
170394,2025-09-10,14213,Drug Offense
706532,2025-09-10,14213,Drug Offense
392491,2025-09-10,14211,Assault
127833,2025-09-10,14211,Theft
227350,2025-09-10,14211,Vandalism
871186,2025-09-10,14204,Vandalism
939942,2025-09-10,14204,Burglary
348877,2025-09-10,14204,Fraud
568667,2025-09-10,14204,Drug Offense
403130,2025-09-10,14204,Fraud
995056,2025-09-10,14204,Vandalism
123608,2025-09-10,14204,Assault
379191,2025-09-10,14220,Drug Offense
386925,2025-09-10,14220,Drug Offense
734158,2025-09-10,14220,Assault
583942,2025-09-10,14220,Fraud
516163,2025-09-10,14220,Vandalism
385675,2025-09-10,14220,Vandalism
313912,2025-09-10,14212,Vandalism
999409,2025-09-10,14212,Drug Offense
880343,2025-09-10,14212,Fraud
595043,2025-09-10,14203,Vandalism
634878,2025-09-10,14203,Theft
691867,2025-09-10,14203,Fraud
420066,2025-09-10,14218,Burglary
226497,2025-09-10,14218,Drug Offense
699484,2025-09-10,14218,Burglary
743684,2025-09-10,14218,Burglary
452200,2025-09-10,14218,Vandalism
682041,2025-09-10,14216,Burglary
708616,2025-09-10,14216,Assault
181831,2025-09-10,14216,Assault
519872,2025-09-10,14216,Assault
864701,2025-09-10,14216,Vandalism
207693,2025-09-10,14216,Burglary
670173,2025-09-10,14216,Assault
744945,2025-09-10,14214,Assault
229986,2025-09-10,14214,Drug Offense
975815,2025-09-10,14214,Fraud
552106,2025-09-10,14214,Theft
833003,2025-09-10,14214,Assault
366957,2025-09-10,14202,Fraud
171929,2025-09-10,14202,Burglary
968404,2025-09-10,14202,Drug Offense
676008,2025-09-10,14202,Burglary
416258,2025-09-11,14203,Vandalism
298752,2025-09-11,14203,Vandalism
881073,2025-09-11,14203,Theft
268715,2025-09-11,14207,Drug Offense
894563,2025-09-11,14207,Vandalism
836634,2025-09-11,14207,Vandalism
440347,2025-09-11,14207,Assault
251222,2025-09-11,14207,Fraud
120129,2025-09-11,14211,Theft
944560,2025-09-11,14211,Assault
994161,2025-09-11,14211,Vandalism
826177,2025-09-11,14211,Burglary
325026,2025-09-11,14211,Drug Offense
742363,2025-09-11,14211,Fraud
876076,2025-09-11,14201,Theft
944708,2025-09-11,14201,Burglary
238846,2025-09-11,14201,Vandalism
743433,2025-09-11,14214,Burglary
782042,2025-09-11,14214,Fraud
479266,2025-09-11,14214,Theft
271956,2025-09-11,14214,Fraud
604102,2025-09-11,14214,Drug Offense
416891,2025-09-11,14214,Theft
692484,2025-09-11,14214,Vandalism
355228,2025-09-11,14204,Vandalism
691096,2025-09-11,14204,Drug Offense
219639,2025-09-11,14204,Burglary
869665,2025-09-11,14204,Assault
333688,2025-09-11,14217,Drug Offense
422041,2025-09-11,14217,Burglary
802574,2025-09-11,14217,Assault
849427,2025-09-11,14217,Fraud
725159,2025-09-11,14206,Drug Offense
952067,2025-09-11,14206,Drug Offense
614785,2025-09-11,14206,Theft
463498,2025-09-11,14206,Theft
152142,2025-09-11,14206,Theft
914419,2025-09-11,14210,Burglary
205381,2025-09-11,14210,Vandalism
443106,2025-09-11,14210,Assault
413991,2025-09-11,14210,Fraud
728498,2025-09-11,14213,Assault
542075,2025-09-11,14213,Assault
629869,2025-09-11,14213,Drug Offense
668234,2025-09-11,14213,Drug Offense
321138,2025-09-11,14213,Assault
525266,2025-09-11,14208,Drug Offense
989874,2025-09-11,14208,Assault
355542,2025-09-11,14208,Theft
947889,2025-09-11,14215,Vandalism
823809,2025-09-11,14215,Fraud
545499,2025-09-11,14215,Drug Offense
466767,2025-09-11,14215,Vandalism
632360,2025-09-11,14215,Theft
564609,2025-09-11,14212,Theft
367528,2025-09-11,14212,Drug Offense
308828,2025-09-11,14212,Vandalism
814803,2025-09-11,14212,Vandalism
779425,2025-09-11,14212,Vandalism
700679,2025-09-11,14212,Assault
540666,2025-09-11,14216,Fraud
474899,2025-09-11,14216,Drug Offense
403758,2025-09-11,14216,Vandalism
216117,2025-09-11,14209,Burglary
772988,2025-09-11,14209,Drug Offense
728019,2025-09-11,14209,Vandalism
592148,2025-09-11,14209,Drug Offense
546275,2025-09-12,14216,Fraud
195102,2025-09-12,14216,Theft
196117,2025-09-12,14216,Drug Offense
716358,2025-09-12,14216,Burglary
635043,2025-09-12,14205,Fraud
571418,2025-09-12,14205,Vandalism
580106,2025-09-12,14205,Vandalism
207118,2025-09-12,14202,Assault
823571,2025-09-12,14202,Drug Offense
334710,2025-09-12,14202,Assault
656380,2025-09-12,14202,Assault
796216,2025-09-12,14202,Assault
905394,2025-09-12,14202,Theft
521693,2025-09-12,14208,Burglary
772533,2025-09-12,14208,Fraud
433502,2025-09-12,14208,Assault
616455,2025-09-12,14208,Vandalism
324291,2025-09-12,14220,Theft
752749,2025-09-12,14220,Vandalism
757879,2025-09-12,14220,Burglary
956231,2025-09-12,14220,Theft
419919,2025-09-12,14220,Assault
177822,2025-09-12,14220,Assault
483888,2025-09-12,14206,Burglary
